Date,Open,High,Low,Close,Volume
2014-04-15 00:00:00-04:00,153.20229780883142,154.04635995720295,151.68965264405105,153.93771362304688,157093000
2014-04-16 00:00:00-04:00,154.9990724819147,155.55899642685245,154.31378443616202,155.55064392089844,105197000
2014-04-17 00:00:00-04:00,155.34172172465802,156.20250168779145,155.07428850213373,155.76792907714844,105255000
2014-04-21 00:00:00-04:00,155.8096629425865,156.36123420834238,155.61745335067042,156.3110809326172,68329000
2014-04-22 00:00:00-04:00,156.4698673343748,157.44764580178847,156.38630404555337,157.0214385986328,85790000
2014-04-23 00:00:00-04:00,156.9629534645422,157.04651675756566,156.5283809843125,156.6537322998047,73869000
2014-04-24 00:00:00-04:00,157.4226215911473,157.43933935456747,156.21919766323992,156.97134399414062,88170000
2014-04-25 00:00:00-04:00,156.4615120130097,156.55344055539695,155.3332992429764,155.68429565429688,100380000
2014-04-28 00:00:00-04:00,156.3194830420285,156.8543366753074,154.57285304059306,156.1774139404297,135121000
2014-04-29 00:00:00-04:00,156.67881957737583,157.14681487525385,156.34454086515308,156.9044647216797,84098000
2014-04-30 00:00:00-04:00,156.6453886076452,157.5312386253914,156.42809597935022,157.37245178222656,101508000
2014-05-01 00:00:00-04:00,157.2972621076489,157.8153979796137,156.88775981250208,157.38919067382812,93019000
2014-05-02 00:00:00-04:00,157.37245581992548,158.06609624359692,156.92953079968825,157.1635284423828,98122000
2014-05-05 00:00:00-04:00,156.39466366739316,157.57301703505692,155.96009118923575,157.46437072753906,75883000
2014-05-06 00:00:00-04:00,157.11340830765013,157.222054638689,156.06041877883146,156.09384155273438,85454000
2014-05-07 00:00:00-04:00,156.6203228087497,157.08831809547516,155.45032184002093,157.0131072998047,106500000
2014-05-08 00:00:00-04:00,156.87103028149548,157.99087791124256,156.34452923459168,156.845947265625,93618000
2014-05-09 00:00:00-04:00,156.8710439277261,157.14681685523095,156.13561544927143,157.07997131347656,83679000
2014-05-12 00:00:00-04:00,157.78192411269472,158.68449171965776,157.11335409806514,158.60926818847656,86940000
2014-05-13 00:00:00-04:00,158.81821882556613,159.13579249829527,158.59258645465104,158.75137329101562,66454000
2014-05-14 00:00:00-04:00,158.60928611128492,158.6845096509664,157.77357668654113,157.9992218017578,72367000
2014-05-15 00:00:00-04:00,157.68170695423325,157.71514248476603,155.84314808440635,156.61199951171875,154956000
2014-05-16 00:00:00-04:00,156.70390680609566,157.2220554436196,156.0437018148194,157.1551971435547,97458000
2014-05-19 00:00:00-04:00,156.85432919474943,157.85717811533078,156.71226009992603,157.73182678222656,63839000
2014-05-20 00:00:00-04:00,157.65656205250963,157.67327980986232,156.33615251563356,156.73728942871094,111644000
2014-05-21 00:00:00-04:00,157.18862460057,158.1329805832355,157.16355433128834,158.05776977539062,89093000
2014-05-22 00:00:00-04:00,158.0995252163795,158.76809540113118,157.83210479362822,158.44216918945312,61549000
2014-05-23 00:00:00-04:00,158.58423796336623,159.18594985324398,158.44216887157782,159.0773162841797,61092800
2014-05-27 00:00:00-04:00,159.67068269863387,160.10525528447607,159.5787541276272,160.05511474609375,72010000
2014-05-28 00:00:00-04:00,160.0551091876972,160.30582462281922,159.6706771535879,159.9381103515625,66723000
2014-05-29 00:00:00-04:00,160.30578141368852,160.79048163851616,159.8962792216367,160.76541137695312,64377000
2014-05-30 00:00:00-04:00,160.61497044808587,161.12475362494388,160.4812539012581,161.0244598388672,76316000
2014-06-02 00:00:00-04:00,161.2501467903724,161.28358231171762,160.43115504422587,161.20835876464844,64656000
2014-06-03 00:00:00-04:00,160.81558043507454,161.20836493847528,160.6651588390056,161.1248016357422,65047000
2014-06-04 00:00:00-04:00,160.84903267825032,161.5426731978097,160.6818933034941,161.45074462890625,55529000
2014-06-05 00:00:00-04:00,161.6345452720614,162.6708166845016,161.04118603436382,162.50367736816406,92103000
2014-06-06 00:00:00-04:00,162.85469433143635,163.32268957706813,162.77948354236995,163.28091430664062,78696000
2014-06-09 00:00:00-04:00,163.25584947516208,163.84084355166465,163.1054151401103,163.44805908203125,65119000
2014-06-10 00:00:00-04:00,163.24749008439701,163.49820548388135,162.89649362588494,163.46478271484375,57129000
2014-06-11 00:00:00-04:00,162.87975135825005,163.06360844008077,162.52875495254946,162.89646911621094,68772000
2014-06-12 00:00:00-04:00,162.70426805854657,162.79619660427983,161.38384565252045,161.74319458007812,106350000
2014-06-13 00:00:00-04:00,162.06071678119758,162.39500809222667,161.54258118898954,162.23622131347656,82017000
2014-06-16 00:00:00-04:00,162.03570118651643,162.71262378582153,161.84349158778,162.36997985839844,87424000
2014-06-17 00:00:00-04:00,162.14435118897683,162.93827261672777,161.96884659349448,162.82127380371094,84834000
2014-06-18 00:00:00-04:00,162.82126854932724,164.1082554509802,162.4619068661419,164.01632690429688,105267000
2014-06-19 00:00:00-04:00,164.15839203314698,164.30047385344713,163.6319037801644,164.20018005371094,85929000
2014-06-20 00:00:00-04:00,164.60912525782913,164.66791138481506,164.33201811564854,164.53355407714844,100587000
2014-06-23 00:00:00-04:00,164.57555386831842,164.6259346589688,164.180887257532,164.48318481445312,70611000
2014-06-24 00:00:00-04:00,164.189289036079,165.00381269887072,163.307586710962,163.49232482910156,96237000
2014-06-25 00:00:00-04:00,163.14802399449977,164.39920244089905,163.11444107293363,164.23126220703125,82782000
2014-06-26 00:00:00-04:00,164.25648888464292,164.2732867556458,163.0137155038786,164.11373901367188,84312000
2014-06-27 00:00:00-04:00,163.727430800811,164.483181082476,163.65185961655013,164.43280029296875,71445100
2014-06-30 00:00:00-04:00,164.33204856572144,164.72671522198596,164.18929870475648,164.34884643554688,70201200
2014-07-01 00:00:00-04:00,164.75184278051168,165.95264016112208,164.69306947807073,165.4488067626953,90470000
2014-07-02 00:00:00-04:00,165.46563315491736,165.8267039960654,165.3900619760284,165.6167755126953,52475000
2014-07-03 00:00:00-04:00,166.08703435885323,166.50689137891638,165.96108237804205,166.4313201904297,52938800
2014-07-07 00:00:00-04:00,166.11226612986258,166.24661066148764,165.6084324939484,165.85194396972656,61696000
2014-07-08 00:00:00-04:00,165.54962200097452,165.60840813549402,164.38241996870508,164.78549194335938,108143000
2014-07-09 00:00:00-04:00,165.19692612593673,165.6755692402314,164.84424779525463,165.5244140625,72992000
2014-07-10 00:00:00-04:00,163.9289702088774,165.3061006740305,163.79461289202854,164.86944580078125,99040000
2014-07-11 00:00:00-04:00,164.76864250232734,165.21368979031718,164.3991663810492,165.09613037109375,64243000
2014-07-14 00:00:00-04:00,165.9358369829404,166.14576542339182,165.79308718099526,165.9274444580078,58658000
2014-07-15 00:00:00-04:00,166.0282399527871,166.34733534767534,164.88622849073303,165.6167755126953,111307000
2014-07-16 00:00:00-04:00,166.35573407400105,166.48168604350994,165.77632938822373,166.2297821044922,79986400
