Date,Open,High,Low,Close,Volume
2014-04-15 00:00:00+02:00,3130.14990234375,3139.659912109375,3091.18994140625,3091.52001953125,59163400
2014-04-16 00:00:00+02:00,3116.4599609375,3139.260009765625,3113.469970703125,3139.260009765625,63114700
2014-04-17 00:00:00+02:00,3140.1201171875,3156.639892578125,3121.820068359375,3155.81005859375,66521300
2014-04-22 00:00:00+02:00,3161.68994140625,3201.25,3157.39990234375,3199.68994140625,49270000
2014-04-23 00:00:00+02:00,3197.389892578125,3198.60009765625,3175.219970703125,3175.969970703125,48916800
2014-04-24 00:00:00+02:00,3188.3798828125,3206.800048828125,3150.7900390625,3189.81005859375,47602100
2014-04-25 00:00:00+02:00,3179.340087890625,3179.340087890625,3137.2099609375,3147.39990234375,43632700
2014-04-28 00:00:00+02:00,3155.320068359375,3177.93994140625,3151.719970703125,3165.840087890625,37223900
2014-04-29 00:00:00+02:00,3168.60009765625,3212.510009765625,3168.60009765625,3208.679931640625,56543600
2014-04-30 00:00:00+02:00,3201.1201171875,3204.760009765625,3186.9599609375,3198.389892578125,53077700
2014-05-02 00:00:00+02:00,3194.010009765625,3199.449951171875,3171.739990234375,3177.889892578125,44849100
2014-05-05 00:00:00+02:00,3171.179931640625,3173.510009765625,3129.699951171875,3171.2900390625,37871000
2014-05-06 00:00:00+02:00,3176.2900390625,3183.489990234375,3141.820068359375,3149.7900390625,41032100
2014-05-07 00:00:00+02:00,3137.35009765625,3167.860107421875,3129.080078125,3159.669921875,60250300
2014-05-08 00:00:00+02:00,3165.719970703125,3204.300048828125,3153.030029296875,3204.300048828125,69673900
2014-05-09 00:00:00+02:00,3199.219970703125,3199.219970703125,3174.1201171875,3184.090087890625,55913200
2014-05-12 00:00:00+02:00,3184.43994140625,3211.320068359375,3181.590087890625,3206.969970703125,53048300
2014-05-13 00:00:00+02:00,3211.18994140625,3218.360107421875,3202.2099609375,3211.780029296875,54008300
2014-05-14 00:00:00+02:00,3213.1201171875,3213.4599609375,3199.389892578125,3210.419921875,55677800
2014-05-15 00:00:00+02:00,3211.239990234375,3224.2900390625,3159.14990234375,3163.219970703125,113506700
2014-05-16 00:00:00+02:00,3158.330078125,3175.25,3142.85009765625,3172.719970703125,83885800
2014-05-19 00:00:00+02:00,3169.260009765625,3174.570068359375,3134.760009765625,3169.89990234375,51513400
2014-05-20 00:00:00+02:00,3166.8701171875,3175.800048828125,3155.6298828125,3163.929931640625,48125800
2014-05-21 00:00:00+02:00,3156.909912109375,3190.22998046875,3143.56005859375,3187.080078125,60364600
2014-05-22 00:00:00+02:00,3189.030029296875,3192.570068359375,3171.77001953125,3187.6298828125,59961100
2014-05-23 00:00:00+02:00,3189.080078125,3205.010009765625,3178.56005859375,3203.280029296875,44092100
2014-05-26 00:00:00+02:00,3211.260009765625,3240.389892578125,3211.260009765625,3240.389892578125,50581200
2014-05-27 00:00:00+02:00,3235.8701171875,3249.68994140625,3230.580078125,3244.280029296875,48588100
2014-05-28 00:00:00+02:00,3242.159912109375,3246.239990234375,3233.3701171875,3246.239990234375,46925000
2014-05-30 00:00:00+02:00,3238.969970703125,3249.050048828125,3233.860107421875,3244.60009765625,56946700
2014-06-02 00:00:00+02:00,3247.5400390625,3256.0,3236.530029296875,3247.800048828125,38572600
2014-06-03 00:00:00+02:00,3247.27001953125,3251.639892578125,3233.080078125,3241.0400390625,40972100
2014-06-04 00:00:00+02:00,3236.02001953125,3243.0,3217.8701171875,3237.929931640625,42444100
2014-06-05 00:00:00+02:00,3239.639892578125,3291.889892578125,3227.85009765625,3267.050048828125,89445100
2014-06-06 00:00:00+02:00,3267.050048828125,3297.510009765625,3262.760009765625,3294.280029296875,75464600
2014-06-10 00:00:00+02:00,3305.169921875,3314.669921875,3298.469970703125,3313.800048828125,50392200
2014-06-11 00:00:00+02:00,3311.02001953125,3311.02001953125,3285.14990234375,3289.090087890625,58170500
2014-06-12 00:00:00+02:00,3289.570068359375,3299.320068359375,3277.360107421875,3284.280029296875,51368800
2014-06-13 00:00:00+02:00,3282.0,3291.5,3254.530029296875,3282.840087890625,52371200
2014-06-16 00:00:00+02:00,3276.330078125,3278.60009765625,3259.820068359375,3261.419921875,44587200
2014-06-17 00:00:00+02:00,3268.56005859375,3284.72998046875,3256.199951171875,3275.330078125,48292200
2014-06-18 00:00:00+02:00,3278.199951171875,3289.090087890625,3275.830078125,3279.199951171875,43281200
2014-06-19 00:00:00+02:00,3299.81005859375,3325.5,3299.81005859375,3314.800048828125,66684300
2014-06-20 00:00:00+02:00,3311.8701171875,3324.199951171875,3302.360107421875,3302.360107421875,91911700
2014-06-23 00:00:00+02:00,3301.179931640625,3302.89990234375,3270.110107421875,3282.580078125,47585100
2014-06-24 00:00:00+02:00,3289.070068359375,3294.68994140625,3275.7900390625,3284.81005859375,48217600
2014-06-25 00:00:00+02:00,3272.489990234375,3274.919921875,3243.25,3252.31005859375,69122200
2014-06-26 00:00:00+02:00,3255.68994140625,3261.3798828125,3215.719970703125,3233.18994140625,59406300
2014-06-27 00:00:00+02:00,3237.159912109375,3248.929931640625,3221.0400390625,3227.85009765625,41908200
2014-06-30 00:00:00+02:00,3230.280029296875,3247.340087890625,3211.5,3228.239990234375,52095900
